Epoch,Generator Loss Mean,Discriminator Loss Mean,Train Elapsed Time
1,0.6377255064450228,2.4373830231623006,73.8102645
2,0.0647722879985873,2.0350588090144672,75.7250825
3,0.0393985787015528,2.0282514015069375,76.6856207
4,0.0316213497060697,2.0261829950106449,77.0203087
5,0.0585627879675788,1.9971756843420176,77.1327939
6,0.0696074626115987,1.9409366727639468,77.1378967
7,0.0623266232402947,1.9161451802803919,77.1326660
8,0.0741736963585330,1.9129842737546334,77.4619346
9,0.0723631594580813,1.8838906173522656,77.4880857
10,0.0594338556432213,1.9339592288701961,77.5933997
11,0.0588159223582643,1.9158451274419441,77.6235166
12,0.0426695457822345,1.9642732865535295,77.5197003
13,0.0566089372986402,1.9511988529792199,77.4198079
14,0.0532506612795166,1.9393997845741420,77.4513792
15,0.0496796557339481,1.9473182421464186,77.5326544
